Id,Obra,Nombre Obra,Estrofa,Versos,Letra concatenada,¿En partitura?,¿Es estribillo?,Personaje,Accion,bis
1692,,,2,que anda en pos de doña Blanca?,,,,,,
1693,,,2,Yo soy ese jicotillo,,,,Jicotillo,,
1694,,,2,que anda en pos de doña Blanca.,,,,,,
1695,,,,,,,,,,
1696,1124,Doña Blanca (c),1,Doña blanca está cubierta,,1,,,,
1697,,,1,"con pilares de oro y plata,",,,,,,
1698,,,1,quitaremos un pilar,,,,,,
1699,,,1,para ver a doña Blanca.,,,,,,
1700,,,,,,,,,,
1701,1125,María la pastora (a),1,Estaba la pastora,,1,,,,
1702,,,1,"lairón, lairón, lairito,",,,,,,
1703,,,1,"María la pastora,",,,,,,
1704,,,1,mató a su bichito.,,,,,,
1705,,,,,,,,,,
1706,,,2,Se fue a confesar,,,,,,
1707,,,2,con el padre Cerezo.,,,,,,
1708,,,,,,,,,,
1709,,,3,"De penitencia mando,",,,,,,
1710,,,3,mando hacer un queso.,,,,,,
1711,,,,,,,,,,
1712,,,4,Con leche de sus cabras,,,,,,
1713,,,4,"mandó hacer un queso,",,,,,,
1714,,,,,,,,,,
1715,,,5,De penitencia mando,,,,,,
1716,,,5,que a mí me des un beso.,,,,,,
1717,,,,,,,,,,
1718,1126,María la pastora (b),1,María la pastora,,1,,,,
1719,,,1,mató a su michito,,,,,,
1720,,,1,María la pastora,,,,,,
1721,,,1,"lairón, lairón, lairito.",,,,,,
1722,,,,,,,,,,
1723,,,2,Estaba la pastora,,,,,,
1724,,,2,"cuidando al ganadito,",,,,,,
1725,,,2,"estaba la pastora,",,,,,,
1726,,,2,"lairón, lairón, lairito.",,,,,,
1727,,,,,,,,,,
1728,,,3,Con leche de sus cabras,,,,,,
1729,,,3,"mandó hacer un quesito,",,,,,,
1730,,,3,"con leche de sus cabras,",,,,,,
1731,,,3,"lairón, lairón, lairito.",,,,,,
1732,,,,,,,,,,
1733,,,4,"Se durmió la pastora,",,,,,,
1734,,,4,"comió el queso el gatito,",,,,,,
1735,,,4,"se durmió la pastora,",,,,,,
1736,,,4,"lairó, lairón, lairito.",,,,,,
1737,,,,,,,,,,
1738,,,5,La pastora enojada,,,,,,
1739,,,5,"mató a su gatito,",,,,,,
1740,,,5,"la pastora enojada,",,,,,,
1741,,,5,"lairón, lairón, lairito.",,,,,,
1742,,,,,,,,,,
1743,,,6,"Después, arrepentida,",,,,,,
1744,,,6,"se fue a confesar,",,,,,,
1745,,,6,"después, arrepentida,",,,,,,
1746,,,6,"lairón, lairón, lairito.",,,,,,
1747,,,,,,,,,,
1748,,,7,Se fue a confesar,,,,,,
1749,,,7,"con el padre Francisco,",,,,,,
1750,,,7,"se fue a confesar,",,,,,,
1751,,,7,"lairón, lairón, lairito.",,,,,,
1752,,,,,,,,,,
1753,,,8,Le dio de penitencia,,,,,,
1754,,,8,"que rezara un credito,",,,,,,
1755,,,8,"le dio de penitencia,",,,,,,
1756,,,8,"lairón, lairón, lairito.",,,,,,
1757,,,,,,,,,,
1758,1127,María la pastora (c),1,"Un día una pastora,",,,,,,
1759,,,1,"larán, larán, larito,",,,,,,1
1760,,,1,con leche de sus cabras,,,,,,
1761,,,1,mandó hacer un quesito.,,,,,,1
1762,,,,,,,,,,
1763,,,2,"Un día una pastora,",,1,,,,
1764,,,2,"larán, larán, larito,",,,,,,
1765,,,2,un día una pastora,,,,,,
1766,,,2,mató a su gatito.,,,,,,1
1767,,,,,,,,,,
1768,,,3,"Y se fue a confesar,",,,,,,
1769,,,3,"larán, larán, larito,",,,,,,1
1770,,,3,y se fue a confesar,,,,,,
1771,,,3,con el padre Gilito.,,,,,,1
1772,,,,,,,,,,
1773,,,4,"A vos me acuso, padre,",,,,,,
1774,,,4,"larán, larán, larito,",,,,,,1
1775,,,4,"a vos me acuso, padre,",,,,,,
1776,,,4,que maté a mi gatito.,,,,,,1
1777,,,,,,,,,,
1778,,,5,"En penitencia os mando,",,,,,,
1779,,,5,"larán, larán, larito,",,,,,,1
1780,,,5,en penitencia os mando,,,,,,
1781,,,5,que me des un besito.,,,,,,1
1782,,,,,,,,,,
1783,P015,La pájara pinta,1,Estaba la pájara pinta,,,,,,
1784,,,1,Sentada en su verde limón,,,,,,
1785,,,1,Con el pico picaba la cola,,,,,,
1786,,,1,Con la cola meneaba la flor,,,,,,
1787,,,1,"Ay sí, ¿cuándo vendrá mi amor?",,,,,,
1788,,,1,"Ay sí, ¿cuándo vendrá mi amor?",,,,,,
1789,,,,,,,,,,
1790,,,2,Me arrodillo a los pies de mi amante,,,,,,
1791,,,2,Me levanto con pies de constante,,,,,,
1792,,,2,Dame una mano,,,,,,
1793,,,2,Dame la otra,,,,,,
1794,,,2,Dame un besito,,,,,,
1795,,,2,Que sea de tu boca,,,,,,
1796,,,,,,,,,,
1797,P018,La pájara pinta,1,Estaba la pájara pinta,,,,,,
1798,,,1,A la sombra del verde limón,,,,,,
1799,,,1,Con el pico picaba la rama,,,,,,
1800,,,1,Con la cola movía la flor,,,,,,
1801,,,1,"Ay sí, ay no",,,,,,
1802,,,1,Cuándo vendrá mi amor,,,,,,
1803,,,,,,,,,,
1804,,,2,Me arrodillo a los pies de mi amada,,,,,,
1805,,,2,Me levanto fiel y constante,,,,,,
1806,,,2,Dame una mano,,,,,,
1807,,,2,Dame la otra,,,,,,
1808,,,2,Dame un besito,,,,,,
1809,,,2,De tu linda boca,,,,,,
1810,,,,,,,,,,
1811,,,3,Estaba una pájara pinta,,,,,,
1812,,,3,A la sombra de un verde limón,,,,,,
1813,,,3,Con el pico recoge la hoja,,,,,,
1814,,,3,Con el pico recoge la flor,,,,,,
1815,,,3,"Ay, mi amor",,,,,,
1816,,,,,,,,,,
1817,P016,La pájara pinta,1,Me arrodillo a los pies de mi amante,,,,,,
1818,,,1,Fiel y constante,,,,,,
1819,,,1,Dame una mano,,,,,,
1820,,,1,Dame la otra,,,,,,
1821,,,1,Dame un besito,,,,,,
1822,,,1,De tu linda boca,,,,,,
1823,,,,,,,,,,
1824,,,2,Estaba la pájara pinta,,,,,,
1825,,,2,Sentadita en el verde limón,,,,,,
1826,,,2,Con el pico recoge la hoja,,,,,,
1827,,,2,Con la hoja recoge la flor,,,,,,
1828,,,2,¡Ay! Mi amor,,,,,,
1829,,,,,,,,,,
1830,ES-1943-SA-ASF-213,Estaba la pájara pinta,1,Me arrodillo a los pies de mi amante,,,,,,
1831,,,1,Fiel y constante,,,,,,
1832,,,1,Dame una mano,,,,,,
1833,,,1,Dame la otra,,,,,,
1834,,,1,Dame un besito,,,,,,
1835,,,1,Salada en la boca,,,,,,
1836,,,,,,,,,,
1837,,,2,Daremos la media vuelta,,,,,,
1838,,,2,Daremos la vuelta entera,,,,,,
1839,,,2,Daremos un paso atrás,,,,,,
1840,,,2,Con toda la reverencia,,,,,,
1841,,,2,"Pero no, pero no, pero no",,,,,,
1842,,,2,Que me da vergüenza,,,,,,
1843,,,2,"Pero sí, pero sí, pero sí",,,,,,
1844,,,2,Por bonita te quiero yo a ti,,,,,,
1845,,,,,,,,,,
1846,ES-1948-CB-CO-294,Estaba la pájara pinta,1,Estaba la pájara pinta,,,,,,
1847,,,1,"Pinta, repinta",,,,,,
1848,,,1,A la sombra de un verde limón,,,,,,
1849,,,1,Con el pico recoge la hoja,,,,,,
1850,,,1,Con la hoja recoge la flor,,,,,,
1851,,,1,¡Ay de mi! ¡Viva el sol!,,,,,,
1852,,,1,Cuándo la veré yo,,,,,,
1853,,,,,,,,,,
1854,,,2,Me arrodillo a los pies de mi amante,,,,,,
1855,,,2,Me arrodillo fiel y constante,,,,,,
1856,,,2,Dame la mano,,,,,,
1857,,,2,Dame la otra,,,,,,
1858,,,2,Dame un besito,,,,,,
1859,,,2,De tu linda boca,,,,,,
1860,,,,,,,,,,
1861,,,3,Atrás con la trasera,,,,,,
1862,,,3,Alante con la delantera,,,,,,
1863,,,3,Y poquito más atrás,,,,,,
1864,,,3,Haciendo la reverencia,,,,,,
1865,,,3,"Pero sí, pero sí, pero no",,,,,,
1866,,,3,Que a mí me da vergüenza,,,,,,
1867,,,3,"Pero sí, pero sí, pero no",,,,,,
1868,,,3,Que a ti te quiero yo,,,,,,
1869,,,,,,,,,,
1870,P019,Estando la pájara pinta,1,Estando la pájara pinta,,,,,,
1871,,,1,Sentadita en su verde limón,,,,,,
1872,,,1,Con el pico picaba la hoja,,,,,,
1873,,,1,Con el pico picaba la flor,,,,,,
1874,,,1,"Ay mi amor,",,,,,,
1875,,,1,¿Cuándo la veré yo?,,,,,,
1876,,,,,,,,,,
1877,,,2,"Señora, señoritilla",,,,,,
1878,,,2,Haciendo la de Sevilla,,,,,,
1879,,,2,Echando un pasito atrás,,,,,,
1880,,,2,Haciendo la reverencia,,,,,,
1881,,,2,"Pero no, pero no, pero no",,,,,,
1882,,,2,"Pero no, que me da vergüenza",,,,,,
1883,,,2,Pero sí pero sí pero sí,,,,,,
1884,,,2,Pero sí que te quiero a tí,,,,,,
1885,,,2,Que te quiero a ti,,,,,,
1886,,,2,Que te quiero a ti,,,,,,
1887,,,,,,,,,,
1888,P020,Estaba la pájara pinta,1,Estaba la pájara pinta,,,,,,
1889,,,1,Sentadita en el verde limón,,,,,,
1890,,,1,Con el pico picaba la hoja,,,,,,
1891,,,1,Con el pico picaba la flor,,,,,,
1892,,,1,Ay mi amor,,,,,,
1893,,,1,¿Cuándo la veré yo?,,,,,,
1894,,,,,,,,,,
1895,P022,Estando la pájara pinta,1,Estando la pájara pinta,,,,,,
1896,,,1,Sentadita en el verde limón,,,,,,
1897,,,1,Con el pico recoge la hoja,,,,,,
1898,,,1,Con el pico recoge la flor,,,,,,
1899,,,1,"Ay, mi amor, ay, mi amor",,,,,,
1900,,,,,,,,,,
1901,HI01,"La Petenera ( Carl Sartorius, 1827)",1,La Petenera señores,,,,,,
1902,,,1,no hay quien la sepa cantar,,,,,,
1903,,,1,sólo los marineritos,,,,,,
1904,,,1,ay soledad soledad,,,,,,
1905,,,1,sólo los marineritos,,,,,,
1906,,,1,que navegan en la mar,,,,,,
1907,,,,,,,,,,
1908,,,2,"Yo soy la petenera,",,,,,,
1909,,,2,querida de un oficial,,,,,,
1910,,,2,"yo soy la vela de cera,",,,,,,
1911,,,2,que te ha solido alumbrar,,,,,,
1912,,,3,"ay soledad soledad,",,,,,,
1913,,,3,"soledad del alma mía,",,,,,,
1914,,,3,quien tiene amores no duerme,,,,,,
1915,,,3,ni de noche ni de día,,,,,,
1916,,,,,,,,,,
1917,,,4,Yo soy la petenera,,,,,,
1918,,,4,"hija de la petenera,",,,,,,
1919,,,4,"que quiere el señor Alcalde,",,,,,,
1920,,,4,que me vaya de esta tierra,,,,,,
1921,,,5,"ay soledad, soledad,",,,,,,
1922,,,5,"soledad de aquel que fue,",,,,,,
1923,,,5,"a darle agua á su caballo,",,,,,,
1924,,,5,y bebió tanta como él.,,,,,,
1925,,,,,,,,,,
1926,HI02,"La Petenera (F. M. Böhme, 183?)",1,"La petenera, señor,",,,,,,
1927,,,1,nadie la sabe bailar (bis),,,,,,
1928,,,1,"sólo los marineritos,",,,,,,
1929,,,1,"¡Ay Soledad, Soledad!",,,,,,
1930,,,1,sólo los marineros,,,,,,
1931,,,1,que navegan por la mar.,,,,,,
1932,,,1,"Que navegan por la mar,",,,,,,
1933,,,1,sólo los marineritos.,,,,,,
1934,,,,,,,,,,
1935,,,2,"¡Ay Soledad Soledad,",,,,,,
1936,,,2,Soledad de la cañada!,,,,,,
1937,,,2,Contigo lo tengo todo,,,,,,
1938,,,2,y sin ti no tengo nada (bis),,,,,,
1939,,,,,,,,,,
1940,,,3,Antes de anoche soñaba,,,,,,
1941,,,3,que en tus brazos me dormía (bis),,,,,,
1942,,,3,¡Ojalá fuera verdad!,,,,,,
1943,,,3,"¡Ay Soledad, Soledad!",,,,,,
1944,,,3,¡Ojalá fuera verdad,,,,,,
1945,,,3,lo que el sueño me decía!,,,,,,
1946,,,,,,,,,,
1947,,,4,"¡Ay Soledad, Soledad,",,,,,,
1948,,,4,Soledad del horizonte!,,,,,,
1949,,,4,también se suele quemar,,,,,,
1950,,,4,"en su propia leña, el monte. (bis)",,,,,,
1951,,,,,,,,,,
1952,,,5,Trigueñita te hizo el cielo,,,,,,
1953,,,5,para mi condenación (bis),,,,,,
1954,,,5,Delgadita de cintura.,,,,,,
1955,,,5,"¡Ay Soledad, Soledad!",,,,,,
1956,,,5,"delgadita de cintura,",,,,,,
1957,,,5,alegre de corazón;,,,,,,
1958,,,5,"alegre de corazón,",,,,,,
1959,,,5,delgadita de cintura.,,,,,,
1960,,,,,,,,,,
1961,,,6,"¡Ay Soledad, Soledad,",,,,,,
1962,,,6,Soledad del cardo santo!,,,,,,
1963,,,6,"ponga usted que sea trigueña,",,,,,,
1964,,,6,¡pero si la quiero tanto! (bis),,,,,,
1965,,,,,,,,,,
1966,HI03,"La Petenera (Miguel Ríos Toledano, ca.1884)",1,"Quién te puso Petenera,",,,,,,
1967,,,1,"no te supo poner nombre, (bis)",,,,,,
1968,,,1,porque te debía de haber puesto,,,,,,
1969,,,1,"Ay soledad soledad,",,,,,,
1970,,,1,"porque te debía de haber puesto,",,,,,,
1971,,,1,la perdición de los hombres,,,,,,
1972,,,1,"porque te debía de haber puesto,",,,,,,
1973,,,1,la perdición de los hombres,,,,,,
1974,,,,,,,,,,
1975,,,2,"Ingrata tirana y vil,",,,,,,
1976,,,2,la soga vas arrastrando,,,,,,
1977,,,2,No te descuides velando,,,,,,
1978,,,2,Ay soledad soledad,,,,,,
1979,,,2,"no te descuides velando,",,,,,,
1980,,,2,y te apague yo el candil.,,,,,,
1981,,,2,y te apague yo el candil,,,,,,
1982,,,2,con que te estas alumbrando,,,,,,
1983,,,,,,,,,,
1984,,,3,"Petenera, Petenera",,,,,,
1985,,,3,Dame de tu pecho un ramo,,,,,,
1986,,,3,"Quién te ha dicho picarón,",,,,,,
1987,,,3,Que Petenera me llamo?,,,,,,
1988,,,,,,,,,,
1989,HI04,"La Petenera (García Cubas, 1904)",1,"La Petenera, señor,",,,,,,
1990,,,1,"nadie la sabe bailar,",,,,,,
1991,,,1,solo los marineritos,,,,,,
1992,,,1,Que navegan por el mar.,,,,,,
1993,,,1,"¡Ay! Soledad, Soledad,",,,,,,
1994,,,1,"Soledad de la cañada,",,,,,,
1995,,,1,"contigo lo tengo todo,",,,,,,
1996,,,1,"y sin ti, no tengo nada",,,,,,
1997,,,,,,,,,,
1998,,,2,Trigueñita te hizo el cielo,,,,,,
1999,,,2,"para mi condenación,",,,,,,
2000,,,2,"delgadita de cintura,",,,,,,
2001,,,2,alegre de corazón.,,,,,,
2002,,,2,"¡Ay! Soledad, Soledad,",,,,,,
2003,,,2,"Soledad del Cardo Santo,",,,,,,
2004,,,2,"es verdad que eres trigueña,",,,,,,
2005,,,2,pero si te quiero tanto.,,,,,,
2006,,,,,,,,,,
2007,,,3,Antes de anoche soñaba,,,,,,
2008,,,3,"que en tus brazos me dormía,",,,,,,
2009,,,3,ojalá fuera verdad,,,,,,
2010,,,3,lo que el sueño me decía.,,,,,,
2011,,,3,"¡Ay! Soledad, Soledad,",,,,,,
2012,,,3,"Soledad del horizonte,",,,,,,
2013,,,3,"también se suele quemar,",,,,,,
2014,,,3,con su propia leña el monte,,,,,,
2015,,,,,,,,,,
2016,,,4,Quien te puso Petenera,,,,,,
2017,,,4,no te supo poner nombre,,,,,,
2018,,,4,porque te debía haber puesto,,,,,,
2019,,,4,"¡Ay! Soledad, Soledad,",,,,,,
2020,,,4,la perdición de los hombres.,,,,,,
2021,,,4,Porque te debía haber puesto,,,,,,
2022,,,4,"¡Ay! Soledad, Soledad,",,,,,,
2023,,,4,la perdición de los hombres,,,,,,
2024,,,,,,,,,,
2025,,,5,"Ingrata, tirana y vil,",,,,,,
2026,,,5,"la soga vas arrastrando,",,,,,,
2027,,,5,no te descuides velando.,,,,,,
2028,,,5,"¡Ay! Soledad, Soledad.",,,,,,
2029,,,5,Y te apague yo el candil,,,,,,
2030,,,5,con que te estás alumbrando;,,,,,,
2031,,,5,"¡Ay! Soledad, Soledad,",,,,,,
2032,,,5,con que te estás alumbrando,,,,,,
2033,,,,,,,,,,
2034,HI05,"La Petenera (21 sonecitos [s.a.], 1904)",1,La Petenera señores,,,,,,
2035,,,1,no hay quien la sepa bailar,,,,,,
2036,,,1,solo los marineritos,,,,,,
2037,,,1,solo los marineritos,,,,,,
2038,,,1,solo los marineritos,,,,,,
2039,,,1,que navegan en la mar.,,,,,,
2040,,,,,,,,,,
2041,HI07,"¡Ay Soledad, Soledad! (Vicente T. Mendoza, (1878)1942)",1,"¡Ay Soledad, Soledad!",,,,,,
2042,,,1,Soledad del camposanto.,,,,,,
2043,,,1,"¿Cómo quiere que la olvide,",,,,,,
2044,,,1,"¡ay, Soledad, Soledad!",,,,,,
2045,,,1,Como quiere que la olvide;,,,,,,
2046,,,1,Pero si la quiero tanto?,,,,,,
2047,,,,,,,,,,
2048,,,2,"¡Ay Soledad, Soledad!",,,,,,
2049,,,2,"Soledad de la Barranca,",,,,,,
2050,,,2,la mujer que quiere a dos,,,,,,
2051,,,2,"¡ay, Soledad, Soledad!",,,,,,
2052,,,2,la mujer que quiere a dos,,,,,,
2053,,,2,relincha como potranca,,,,,,
2054,,,,,,,,,,
2055,HI08,"La Petenera (Antonia García, (1890)1947)",1,"Petenera, Petenera",,,,,,
2056,,,1,quien te puso Petenera,,,,,,
2057,,,1,no te supo poner nombre,,,,,,
2058,,,1,que mejor te hubiera puesto,,,,,,
2059,,,1,la perdición de los hombres.,,,,,,
2060,,,,,,,,,,
2061,HI09,"Petenera yucateca (Sin autor, (1902)1949)",1,Cuando un torero se muere,,,,,,
2062,,,1,y lo llevan a enterrar,,,,,,
2063,,,1,no cabe en el cementerio,,,,,,
2064,,,1,la gente que va detrás.,,,,,,
2065,,,,,,,,,,
2066,HI10,"La Petenera (Vicente T. Mendoza, 1949)",1,Antenoche tuve un sueño,,,,,,
2067,,,1,que dos negros me mataban (bis),,,,,,
2068,,,1,"y eran tus divinos ojos,",,,,,,
2069,,,1,¡Niña de mi corazón!,,,,,,
2070,,,1,y eran tus divinos ojos,,,,,,
2071,,,1,que enojados me miraban,,,,,,
2072,,,,,,,,,,
2073,,,2,Al entrar a un camposanto,,,,,,
2074,,,2,pisé un hueso y sentí frío (bis),,,,,,
2075,,,2,y oí la voz de mi madre,,,,,,
2076,,,2,¡Niña de mi corazón!,,,,,,
2077,,,2,y oí la voz de mi madre:,,,,,,
2078,,,2,"-¡No me ices, hijo mío!",,,,,,
2079,,,,,,,,,,
2080,,,3,Dos besos tengo en el alma,,,,,,
2081,,,3,que no se partan de mí (bis),,,,,,
2082,,,3,el último de mi madre,,,,,,
2083,,,3,¡Niña de mi corazón!,,,,,,
2084,,,3,el ultimo de mi madre,,,,,,
2085,,,3,y el primero que te di.,,,,,,
2086,,,,,,,,,,
2087,HI11,"La Petenera (María Teresa Burgos, (1850)1947)",1,Quien te puso Petenera (bis),,,,,,
2088,,,1,no te supo poner nombre,,,,,,
2089,,,1,mejor te hubieran puesto,,,,,,
2090,,,1,¡Niña de mi corazón!,,,,,,
2091,,,1,mejor te hubieran puesto,,,,,,
2092,,,1,la perdición de los hombres.,,,,,,
2093,,,1,"¡Ay Soledad, Soledad!",,,,,,
2094,,,1,Ja ja ja ja ja já,,,,,,
2095,,,,,,,,,,
2096,,,2,Al pasar por el panteón,,,,,,
2097,,,2,yo vide una calavera,,,,,,
2098,,,2,con su cigarro en la boca,,,,,,
2099,,,2,"¡Niña de mi corazón!,",,,,,,
2100,,,2,con su cigarro en la boca,,,,,,
2101,,,2,cantando la Petenera.,,,,,,
2102,,,,,,,,,,
2103,,,3,"¡Ay Soledad, Soledad!,",,,,,,
2104,,,3,"ja, ja, ja, ja, ja, já.",,,,,,
2105,,,3,"Soledad de junto al río,",,,,,,
2106,,,3,tápame con tu rebozo,,,,,,
2107,,,3,¡Niña de mi corazón!,,,,,,
2108,,,3,Tápame con tu rebozo,,,,,,
2109,,,3,que ya me muero de frío,,,,,,
2110,,,,,,,,,,
2111,,,4,"La Petenera, señor,",,,,,,
2112,,,4,"nadie la sabe bailar,",,,,,,
2113,,,4,solo los marineritos,,,,,,
2114,,,4,Que navegan por el mar,,,,,,
2115,,,,,,,,,,
2116,,,5,Señor Alcaice Mayor,,,,,,
2117,,,5,"no prenda usté a los ladrones,",,,,,,
2118,,,5,que tienen tan buena suerte,,,,,,
2119,,,5,¡Niña de mi corazón!,,,,,,
2120,,,5,Que tienen tan buena suerte,,,,,,
2121,,,5,que roban los corazones.,,,,,,
2122,,,5,"¡Ay Soledad, Soledad!",,,,,,
2123,,,5,"Ja, ja, ja, ja , ja, já.",,,,,,
2124,,,,,,,,,,
2125,HI12,"La Petenera (Max L. Wagner, 1914)",1,"Petenera, Petenera,",,,,,,
2126,,,1,dame de tu palo un ramo,,,,,,
2127,,,1,"Petenera, Petenera,",,,,,,
2128,,,1,dame de tu palo un ramo,,,,,,
2129,,,1,"¡Quién te ha dicho picarona,",,,,,,
2130,,,1,a-a-a-a-ay,,,,,,
2131,,,1,quién te ha dicho picarona,,,,,,
2132,,,1,que Petenera me llamo?,,,,,,
2133,,,,,,,,,,
2134,HI14,"Petenera de Ana Judic (José Rivas, ca. 1886)",1,Señor Alcalde Mayor (bis),,,,,,
2135,,,1,No prenda Uté a los ladrone,,,,,,
2136,,,1,porque tiene Uté una hija,,,,,,
2137,,,1,Niña de mi corazón,,,,,,
2138,,,1,porque tiene Uté una hija,,,,,,
2139,,,1,que roba lo corazones,,,,,,
2140,,,1,Señor Alcalde mayor,,,,,,
2141,,,1,No prenda Uté a los ladrone,,,,,,
2142,,,,,,,,,,
2143,,,2,A la muger la comparo,,,,,,
2144,,,2,con un pavito real,,,,,,
2145,,,2,mucho viento y mucha pluma,,,,,,
2146,,,2,Niña de mi corazón,,,,,,
2147,,,2,y poco formalia.,,,,,,
2148,,,,,,,,,,
2149,,,3,Entre México y España,,,,,,
2150,,,3,quiso Dios poner el mar,,,,,,
2151,,,3,para que entre ambos estremos,,,,,,
2152,,,3,"Ay Soleá, uy, uy, uy,",,,,,,
2153,,,3,hubiera algo que admirar,,,,,,
2154,,,,,,,,,,
2155,,,4,El amor es un marino,,,,,,
2156,,,4,y el buque la Sociedad,,,,,,
2157,,,4,el timón es el dinero,,,,,,
2158,,,4,Soleá Curripandu,,,,,,
2159,,,4,y las mugeres la mar,,,,,,
2160,,,,,,,,,,
2161,,,5,Dos besos tengo en el alma,,,,,,
2162,,,5,que no se apartan de mi,,,,,,
2163,,,5,el último de mi madre,,,,,,
2164,,,5,Madre de mi corazón,,,,,,
2165,,,5,y el primero que te di,,,,,,
2166,,,,,,,,,,
2167,,,6,Al pie de un árbol sin fruto,,,,,,
2168,,,6,me puse a considerar,,,,,,
2169,,,6,que pocos amigos tiene,,,,,,
2170,,,6,Soleá Curripandu,,,,,,
2171,,,6,El que no tiene que dar,,,,,,
2172,,,,,,,,,,
2173,,,7,Un corazón sin amores,,,,,,
2174,,,7,Es una flor sin aroma,,,,,,
2175,,,7,Una noche sin estrellas,,,,,,
2176,,,7,Soleá Curripandu,,,,,,
2177,,,7,Y un arbolito sin hojas,,,,,,
2178,,,,,,,,,,
2179,,,8,No te descuides soñando,,,,,,
2180,,,8,Porque te celan durmiendo,,,,,,
2181,,,8,Lo que a tí te está pasando,,,,,,
2182,,,8,Niña de mi corazón,,,,,,
2183,,,8,Sin querer lo estoy sabiendo,,,,,,
2184,,,,,,,,,,
2185,HI15,"Petenera de salterio (Samuel Martí, ca.1960)",1,Y al pasar por un panteón,,,,,,
2186,,,1,me encontré una calavera,,,,,,
2187,,,1,con su purito en la boca,,,,,,
2188,,,1,cantando la petenera,,,,,,
2189,,,1,con su purito en la boca,,,,,,
2190,,,1,cantando la petenera,,,,,,
2191,,,1,Y al pasar por un panteón,,,,,,
2192,,,1,encontré una calavera,,,,,,
2193,,,1,con su purito en la boca,,,,,,
2194,,,1,cantando la petenera,,,,,,
2195,,,1,con su purito en la boca,,,,,,
2196,,,1,cantando la petenera,,,,,,
2197,,,,,,,,,,
2198,,,2,Las peteneras señores,,,,,,
2199,,,2,son mujeres honradas,,,,,,
2200,,,2,porque salen a media noche,,,,,,
2201,,,2,llegan a la madrugada,,,,,,
2202,,,2,salen a media noche,,,,,,
2203,,,2,llegan a la madrugada,,,,,,
2204,,,2,Las peteneras señores,,,,,,
2205,,,2,son mujeres honradas,,,,,,
2206,,,2,salen a media noche,,,,,,
2207,,,2,llegan a la madrugada,,,,,,
2208,,,2,salen a media noche,,,,,,
2209,,,2,llegan a la madrugada,,,,,,
2210,,,,,,,,,,
2211,,,3,Y una monja se empachó,,,,,,
2212,,,3,por beber agua bendita,,,,,,
2213,,,3,y del empacho salió,,,,,,
2214,,,3,una monja chiquitita,,,,,,
2215,,,3,y del empacho salió,,,,,,
2216,,,3,una monja chiquitita,,,,,,
2217,,,3,Y una monja se empachó,,,,,,
2218,,,3,por beber agua bendita,,,,,,
2219,,,3,y del empacho salió,,,,,,
2220,,,3,una monja chiquitita,,,,,,
2221,,,3,y del empacho salió,,,,,,
2222,,,3,una monja chiquitita,,,,,,
2223,,,,,,,,,,
2224,AR01,"La Petenera (Primitivo Efrén Mayren Santos, 2003)",1,La Petenera señores,,,,,,
2225,,,1,la Petenera señores,,,,,,
2226,,,1,era una santa mujer,,,,,,
2227,,,1,que se iba a lavar de tarde,,,,,,
2228,,,1,y venía al amanecer,,,,,,
2229,,,1,la Petenera señores,,,,,,
2230,,,1,era una santa mujer,,,,,,
2231,,,,,,,,,,
2232,,,2,Anoche y anoche,,,,,,
2233,,,2,y a la madrugada,,,,,,
2234,,,2,soñé vida mía,,,,,,
2235,,,2,que contigo estaba,,,,,,
2236,,,2,Anoche y anoche,,,,,,
2237,,,2,y a la madrugada,,,,,,
2238,,,2,soñé vida mía,,,,,,
2239,,,2,que contigo estaba,,,,,,
2240,,,,,,,,,,
2241,,,3,Vida mía tu eres la aurora,,,,,,
2242,,,3,Vida mía tu eres la aurora,,,,,,
2243,,,3,cuando viene amaneciendo,,,,,,
2244,,,3,dame el alimento ahora,,,,,,
2245,,,3,no cuando me esté muriendo,,,,,,
2246,,,3,Vida mía tu eres la aurora,,,,,,
2247,,,3,cuando viene amaneciendo,,,,,,
2248,,,,,,,,,,
2249,,,4,Anoche y anoche,,,,,,
2250,,,4,y a la madrugada,,,,,,
2251,,,4,soñé vida mía,,,,,,
2252,,,4,que contigo estaba,,,,,,
2253,,,4,Anoche y anoche,,,,,,
2254,,,4,y a la madrugada,,,,,,
2255,,,4,soñé vida mía,,,,,,
2256,,,4,que contigo estaba,,,,,,
2257,,,,,,,,,,
2258,,,5,Apúrale vida mía,,,,,,
2259,,,5,apúrale vida mía,,,,,,
2260,,,5,regalame tu hermosura,,,,,,
2261,,,5,la fruta debe comerse,,,,,,
2262,,,5,cuando se encuentra madura,,,,,,
2263,,,5,apúrale vida mía,,,,,,
2264,,,5,regalame tu hermosura,,,,,,
2265,,,,,,,,,,
2266,,,6,Anoche y anoche,,,,,,
2267,,,6,y a la madrugada,,,,,,
2268,,,6,soñé vida mía,,,,,,
2269,,,6,que contigo estaba,,,,,,
2270,,,6,Anoche y anoche,,,,,,
2271,,,6,y a la madrugada,,,,,,
2272,,,6,soñé vida mía,,,,,,
2273,,,6,que contigo estaba,,,,,,
2274,,,,,,,,,,
2275,,,7,Te pusieron Petenera,,,,,,
2276,,,7,te pusieron Petenera,,,,,,
2277,,,7,siendo una mujer casada,,,,,,
2278,,,7,porque siempre andas de noche,,,,,,
2279,,,7,a punto de madrugada,,,,,,
2280,,,7,te pusieron Petenera,,,,,,
